380	0.001563843	1.15E-04	0.00180956
385	0.001896918	0.001521144	0.000489828
390	0	0.000574305	0.000879431
395	0	0	0
400	0	0	0.001532461
405	0.000717767	0.001197224	0.005698056
410	0.002923975	0.001335715	0.016608288
415	0.012936268	0.013194317	0.078791206
420	0.049597865	0.064971025	0.361713504
425	0.076072504	0.115103087	0.659704621
430	0.076588927	0.137065825	0.7553436
435	0.06833382	0.152428526	0.810453127
440	0.061318162	0.168640055	0.874945234
445	0.054733145	0.183299346	0.92671274
450	0.048862047	0.196032635	0.96314088
455	0.04284592	0.217336533	0.980650481
460	0.040228453	0.254243574	1
465	0.04340796	0.308648119	0.996404675
470	0.047620214	0.373468712	0.988969887
475	0.050771885	0.429158061	0.9566014
480	0.052803296	0.459654324	0.90495887
485	0.05257122	0.471064354	0.839409277
490	0.047894639	0.488856164	0.751462596
495	0.048239942	0.537151781	0.66010202
500	0.050229241	0.616491187	0.567068792
505	0.055076497	0.707006388	0.479350948
510	0.063702119	0.800964246	0.394062739
515	0.080389513	0.881372567	0.314270619
520	0.100387504	0.938877921	0.249816634
525	0.118613149	0.984465596	0.201823519
530	0.123608751	1	0.161633951
535	0.103062499	0.990840266	0.135161431
540	0.076341084	0.961546265	0.109988757
545	0.052780864	0.928143883	0.086394354
550	0.041188738	0.889102316	0.065253131
555	0.039043854	0.834942229	0.047855953
560	0.042544294	0.776318075	0.034139323
565	0.060213132	0.707314245	0.02401991
570	0.111796217	0.635796202	0.019767936
575	0.269670597	0.565515285	0.016348448
580	0.56450338	0.492755173	0.013817339
585	0.853601269	0.424756542	0.011952946
590	0.981032422	0.351789312	0.010009094
595	1	0.278178499	0.007587763
600	0.963071054	0.211673532	0.006455845
605	0.905520619	0.156716445	0.005229783
610	0.834278417	0.118039621	0.003659985
615	0.767987338	0.088852495	0.003955385
620	0.70366798	0.070101844	0.003968352
625	0.639164845	0.056908995	0.00349138
630	0.570812922	0.047298791	0.004043021
635	0.495817962	0.04119589	0.0041893
640	0.438339135	0.035252071	0.005546769
645	0.388969923	0.030693131	0.005464233
650	0.342956212	0.026803963	0.005973828
655	0.292785418	0.023524301	0.006309068
660	0.237707181	0.020346333	0.006104127
665	0.164913868	0.015458483	0.004836558
670	0.091287717	0.009440751	0.003026648
675	0.04205615	0.005081022	0.001721697
680	0.020582679	0.002910192	0.000780651
685	0.010286806	0.001626576	0.000569631
690	0.005407598	0.000922516	0.000275233
695	0.002724093	0.000497433	0.000296721
700	0.001278348	0.000412159	0.000249512
705	0.000781231	0.000316926	8.50E-05
710	0.000479814	0.000256215	0.000419169
715	0.000491334	0.00E+00	0.000153317
720	0.000174149	0.000243535	1.83E-05
725	0.000120175	6.02E-05	0.00E+00
730	0	0.00E+00	0.000338694
735	6.12E-05	0.00E+00	0.00E+00
740	0	0.00E+00	0.00E+00
745	0.00E+00	1.71E-05	0.000165278
750	0.000310998	5.21E-05	0.000177553
755	0	8.85E-05	0.00E+00
760	0	0.00E+00	2.43E-05
765	0	0.00E+00	6.18E-05
770	8.56E-05	1.38E-04	0.000262607
775	0.000138314	0.00017865	0.000280505
780	3.62E-05	4.25E-05	0.00E+00
